Date,Recip_County,Recip_State,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_5Plus,Administered_Dose1_Recip_5PlusPop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_5Plus,Series_Complete_5PlusPop_Pct,Series_Complete_5to17,Series_Complete_5to17Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Booster_Doses,Booster_Doses_Vax_Pct,Booster_Doses_5Plus,Booster_Doses_5Plus_Vax_Pct,Booster_Doses_12Plus,Booster_Doses_12Plus_Vax_Pct,Booster_Doses_18Plus,Booster_Doses_18Plus_Vax_Pct,Booster_Doses_50Plus,Booster_Doses_50Plus_Vax_Pct,Booster_Doses_65Plus,Booster_Doses_65Plus_Vax_Pct,Second_Booster_50Plus,Second_Booster_50Plus_Vax_Pct,Second_Booster_65Plus,Second_Booster_65Plus_Vax_Pct,Metro_status,Census2019,Census2019_5PlusPop,Census2019_5to17Pop,Census2019_12PlusPop,Census2019_18PlusPop,Census2019_65PlusPop,Bivalent_Booster_5Plus,Bivalent_Booster_5Plus_Pop_Pct,Bivalent_Booster_12Plus,Bivalent_Booster_12Plus_Pop_Pct,Bivalent_Booster_18Plus,Bivalent_Booster_18Plus_Pop_Pct,Bivalent_Booster_65Plus,Bivalent_Booster_65Plus_Pop_Pct
2/8/23,Archuleta County,CO,97,9362,66.7,9346,69.7,9117,73.4,8757,75.9,3713,95,8377,59.7,8370,62.4,496,26.4,8191,65.9,7874,68.2,3384,88.3,4989,59.6,4988,59.6,4955,60.5,4863,61.8,4000,70.3,2507,74.1,2313,57.8,1631,65.1,Non-metro,14029,13418,1877,12426,11541,3834,2615,19.5,2593,20.9,2558,22.2,1589,41.4
2/8/23,Butler County,AL,92.6,9970,51.3,9962,54.3,9780,58.7,9271,61.1,3277,80.9,7953,40.9,7953,43.3,537,16.9,7830,47,7416,48.9,2740,67.7,3021,38,3021,38,3007,38.4,2970,40,2403,50.1,1545,56.4,855,35.6,623,40.3,Non-metro,19448,18348,3174,16675,15174,4049,958,5.2,958,5.7,955,6.3,614,15.2
2/8/23,Tripp County,SD,96.7,3039,55.9,3035,60.3,2968,65,2875,69.1,1068,86.3,2574,47.3,2573,51.2,109,12.5,2526,55.3,2464,59.2,955,77.1,1315,51.1,1315,51.1,1302,51.5,1276,51.8,1003,60.5,659,69,535,53.3,398,60.4,Non-metro,5441,5029,870,4568,4159,1238,674,13.4,667,14.6,657,15.8,360,29.1
2/8/23,Fremont County,ID,97.7,7043,53.8,7038,57.4,6890,62,6491,65.8,2020,88.4,6166,47.1,6162,50.2,453,18.9,6053,54.4,5709,57.8,1830,80.1,2503,40.6,2503,40.6,2484,41,2417,42.3,1858,56.6,1184,64.7,813,43.8,589,49.7,Non-metro,13099,12268,2399,11119,9869,2286,1042,8.5,1028,9.2,979,9.9,598,26.2
2/8/23,Perry County,KY,94.1,18592,72.2,18571,77.2,18195,83.6,17109,86.2,4508,95,16395,63.7,16386,68.1,1228,29.1,16077,73.9,15158,76.4,4166,92.7,7310,44.6,7309,44.6,7290,45.3,7152,47.2,5186,60.4,2892,69.4,2105,40.6,1345,46.5,Non-metro,25758,24067,4221,21768,19846,4493,2504,10.4,2502,11.5,2479,12.5,1320,29.4
2/8/23,Lincoln County,MT,95.9,8362,41.9,8339,43.6,8210,46.2,7932,48.4,3847,65.2,7346,36.8,7337,38.3,334,12.2,7232,40.7,7003,42.7,3494,59.2,4211,57.3,4209,57.4,4191,58,4143,59.2,3576,66.1,2527,72.3,1785,49.9,1368,54.1,Non-metro,19980,19147,2744,17763,16403,5902,2061,10.8,2055,11.6,2034,12.4,1428,24.2
2/8/23,McPherson County,NE,91,,,,,,,,,,,77,15.6,77,16,2,2.6,77,17.1,75,18.6,40,33.6,50,64.9,50,64.9,50,64.9,50,66.7,40,67.8,27,67.5,13,32.5,7,25.9,Non-metro,494,480,76,451,404,119,17,3.5,17,3.8,17,4.2,9,7.6
2/8/23,Ohio County,KY,94.1,11103,46.3,11074,49.2,10813,53.3,10229,56.3,3372,77.6,9871,41.1,9856,43.8,720,16.5,9651,47.6,9136,50.3,3078,70.9,4630,46.9,4629,47,4604,47.7,4491,49.2,3530,62.4,2255,73.3,1443,40.9,1081,47.9,Non-metro,23994,22516,4355,20295,18161,4343,1482,6.6,1473,7.3,1439,7.9,969,22.3
2/8/23,Decatur County,IA,97.3,3697,47,3681,49.9,3619,53.9,3490,57.1,1380,86.2,3355,42.6,3350,45.4,166,13.1,3299,49.2,3184,52.1,1327,82.9,1982,59.1,1982,59.2,1972,59.8,1937,60.8,1561,72.9,1040,78.4,911,58.4,711,68.4,Non-metro,7870,7384,1270,6711,6114,1601,999,13.5,996,14.8,986,16.1,674,42.1
2/8/23,Douglas County,NE,91,437666,76.6,430881,81.4,402325,85.1,365225,85.8,75977,95,401789,70.3,397456,75.1,58855,56.8,372582,78.8,338601,79.6,74026,95,237286,59.1,236882,59.6,228887,61.4,213489,63.1,118596,76,61455,83,76037,64.1,45667,74.3,Metro,571327,529304,103664,472668,425640,76770,114336,21.6,110782,23.4,105178,24.7,42821,55.8
2/8/23,Harlan County,KY,94.1,13964,53.7,13954,57.2,13772,62.7,13085,65.3,4017,80.4,12406,47.7,12405,50.9,728,16.8,12261,55.8,11677,58.3,3703,74.1,5815,46.9,5815,46.9,5802,47.3,5709,48.9,4369,60.8,2536,68.5,1753,40.1,1151,45.4,Non-metro,26010,24374,4341,21968,20033,4998,1788,7.3,1785,8.1,1768,8.8,994,19.9
2/8/23,Roanoke city,VA,78.2,49028,49.5,48971,52.8,48527,57.8,46036,59.7,11871,70.9,41390,41.7,41370,44.6,2338,15,41039,48.9,39032,50.7,10865,64.9,5116,12.4,5116,12.4,5069,12.4,4915,12.6,2714,12.7,1247,11.5,1333,49.1,699,56.1,Metro,99143,92662,15602,83897,77060,16751,2353,2.5,2333,2.8,2275,3,751,4.5
2/8/23,Skagway Municipality,AK,97.4,977,82.6,966,85.7,912,87.3,859,85.8,171,91.4,882,74.6,881,78.2,96,76.2,837,80.1,785,78.4,159,85,507,57.5,507,57.5,506,60.5,480,61.1,254,72.8,142,89.3,148,58.3,86,60.6,Non-metro,1183,1127,126,1045,1001,187,239,21.2,235,22.5,221,22.1,87,46.5
2/8/23,Lewis County,ID,97.7,2408,62.7,2399,65.5,2356,70.9,2269,75.5,1046,95,2095,54.6,2093,57.2,111,16.9,2063,62.1,1982,65.9,937,90.9,1047,50,1047,50,1047,50.8,1039,52.4,888,59.4,618,66,399,44.9,320,51.8,Non-metro,3838,3662,655,3321,3007,1031,421,11.5,420,12.6,417,13.9,297,28.8
2/8/23,Unknown County,MN,94.7,269437,,268879,,263292,,241127,,58415,,214923,,214719,,21177,,210888,,193542,,49641,,81429,37.9,81426,37.9,81039,38.4,79417,41,59004,61.9,42714,86,5917,10,3723,8.7,,,,,,,,16282,,16007,,15570,,5438,
2/8/23,Potter County,SD,96.7,1559,72.4,1554,75.9,1508,80.8,1450,85.4,668,95,1353,62.8,1352,66,91,26,1312,70.3,1261,74.3,574,91.4,778,57.5,778,57.5,775,59.1,757,60,614,67.8,418,72.8,271,44.1,204,48.8,Non-metro,2153,2048,350,1866,1698,628,313,15.3,309,16.6,300,17.7,208,33.1
2/8/23,Lake County,TN,97.8,2877,41,2874,42.7,2852,44.9,2768,46.1,896,76.3,2545,36.3,2545,37.8,91,12.7,2527,39.7,2454,40.8,832,70.8,899,35.3,899,35.3,899,35.6,891,36.3,731,46,457,54.9,290,39.7,215,47,Non-metro,7016,6727,717,6358,6010,1175,234,3.5,234,3.7,232,3.9,158,13.4
2/8/23,Orange County,VT,73.3,19662,68.1,19477,70.7,18610,73,17394,73.5,5238,82.3,16185,56,16075,58.4,1837,47.3,15309,60,14238,60.2,4426,69.5,9608,59.4,9596,59.7,9388,61.3,8861,62.2,6075,71,3416,77.2,3399,56,2260,66.2,Non-metro,28892,27542,3886,25499,23656,6366,4597,16.7,4497,17.6,4316,18.2,2165,34
2/8/23,Wabaunsee County,KS,93.9,3702,53.4,3689,56.4,3560,60.3,3360,62.9,1209,83.4,3441,49.6,3429,52.5,302,25.2,3309,56.1,3127,58.6,1151,79.4,2141,62.2,2139,62.4,2098,63.4,2043,65.3,1570,75.2,964,83.8,956,60.9,668,69.3,Metro,6931,6536,1197,5903,5339,1450,1076,16.5,1054,17.9,1033,19.3,607,41.9
2/8/23,Phillips County,CO,97,2565,60.1,2564,64,2517,69.6,2417,74.8,855,86.1,2294,53.8,2294,57.2,125,16.1,2255,62.4,2169,67.1,781,78.7,1138,49.6,1138,49.6,1135,50.3,1124,51.8,831,64,529,67.7,306,36.8,212,40.1,Non-metro,4265,4008,776,3615,3232,993,351,8.8,349,9.7,349,10.8,176,17.7
2/8/23,Lawrence County,MS,98.1,8225,65.4,8217,69.6,8000,75.8,7485,78.9,2577,95,7189,57.1,7188,60.9,593,25.5,7026,66.6,6595,69.5,2394,95,3085,42.9,3085,42.9,3071,43.7,2996,45.4,2463,57.4,1551,64.8,975,39.6,673,43.4,Non-metro,12586,11807,2324,10550,9483,2291,922,7.8,922,8.7,910,9.6,540,23.6
2/8/23,Pulaski County,MO,91.3,35637,67.7,35557,72.3,34659,77.7,32553,79.1,4669,95,32482,61.7,32450,66,2493,31.2,31788,71.3,29957,72.8,3973,82.8,9038,27.8,9037,27.8,9003,28.3,8771,29.3,4361,52.4,2472,62.2,1846,42.3,1264,51.1,Non-metro,52607,49157,7989,44588,41168,4797,2997,6.1,2976,6.7,2901,7,1403,29.2
2/8/23,Madison County,IN,98.5,77595,59.9,77311,63.1,75157,67.3,70933,69.6,22381,92.5,71172,54.9,71064,58,5489,26.7,69288,62,65575,64.4,21306,88.1,36896,51.8,36896,51.9,36530,52.7,35470,54.1,26242,66.1,16056,75.4,12104,46.1,8695,54.2,Metro,129569,122461,20589,111693,101872,24197,12175,9.9,12070,10.8,11840,11.6,7179,29.7
2/8/23,Franklin County,WA,96,58455,61.4,58123,66.9,55403,74.1,49844,77,8537,92.9,52462,55.1,52285,60.2,7171,32.3,50005,66.9,45114,69.7,8002,87.1,22945,43.7,22942,43.9,22506,45,21298,47.2,12345,66.9,6167,77.1,6315,51.2,3819,61.9,Metro,95222,86907,22188,74734,64719,9192,8441,9.7,8260,11.1,7895,12.2,3478,37.8
2/8/23,San Juan County,NM,97,121735,95,120804,95,113544,95,101595,95,23869,95,98704,79.6,98472,84.7,15454,63.1,93134,90.2,83018,90.5,20929,95,53144,53.8,53126,54,51912,55.7,48354,58.2,30402,69.1,15873,75.8,15911,52.3,9291,58.5,Metro,123958,116203,24503,103269,91700,19397,21436,18.4,20869,20.2,19773,21.6,8022,41.4
2/8/23,Webster County,MO,91.3,19496,49.2,19460,53.1,19110,58.7,18058,62.4,5644,90.6,17239,43.5,17216,47,1161,15.1,16956,52.1,16055,55.4,5174,83.1,6937,40.2,6936,40.3,6906,40.7,6729,41.9,5100,52.2,3143,60.7,2424,47.5,1741,55.4,Metro,39592,36667,7705,32552,28962,6229,3120,8.5,3097,9.5,3050,10.5,1861,29.9
2/8/23,Collingsworth County,TX,98.9,1217,41.7,1214,44.1,1195,49.3,1169,53.4,478,86.1,995,34.1,994,36.1,32,5.7,981,40.5,962,43.9,406,73.2,494,49.6,494,49.7,493,50.3,491,51,409,59.7,270,66.5,153,37.4,118,43.7,Non-metro,2920,2754,564,2423,2190,555,158,5.7,157,6.5,157,7.2,97,17.5
2/8/23,Duchesne County,UT,97.7,10983,55.1,10906,60.1,10509,68,9494,71.5,2507,95,9389,47.1,9376,51.7,1073,22,9104,58.9,8303,62.6,2290,92.3,3939,42,3939,42,3912,43,3756,45.2,2612,58.7,1568,68.5,933,35.7,650,41.5,Non-metro,19938,18148,4874,15464,13274,2481,979,5.4,976,6.3,951,7.2,531,21.4
2/8/23,Pickens County,GA,88.9,15560,47.7,15542,50.2,15402,53.9,14931,57.1,6528,89.6,13913,42.7,13907,44.9,486,10.1,13805,48.3,13421,51.3,6020,82.7,7206,51.8,7206,51.8,7199,52.1,7119,53,6081,61.8,4312,71.6,2831,46.6,2235,51.8,Metro,32591,30957,4819,28561,26138,7282,3096,10,3088,10.8,3055,11.7,2200,30.2
2/8/23,Hays County,TX,98.9,176356,76.6,174451,80.7,165618,84.7,151979,85.6,29276,95,149484,64.9,148845,68.9,18257,47.3,142166,72.7,130588,73.5,26089,95,64376,43.1,64367,43.2,62699,44.1,60466,46.3,35723,64.1,19036,73,20319,56.9,12410,65.2,Metro,230191,216155,38578,195452,177577,26187,30600,14.2,29781,15.2,28654,16.1,12163,46.4
2/8/23,Sacramento County,CA,97.7,1185786,76.4,1173190,80.7,1108760,84.5,1016389,85.5,223091,95,1088742,70.1,1081367,74.4,142665,53.8,1023632,78,938702,79,208454,92.7,649794,59.7,649429,60.1,634419,62,601477,64.1,333535,75.1,171452,82.2,200696,60.2,118422,69.1,Metro,1552058,1453906,264969,1311808,1188937,224882,295841,20.3,287387,21.9,275820,23.2,110839,49.3
2/8/23,New York County,NY,97.5,1907214,95,1887349,95,1817199,95,1724017,95,299084,95,1513235,92.9,1503716,95,127294,81.5,1446292,95,1376422,95,263802,95,740780,49,740199,49.2,723259,50,694788,50.5,357449,64.3,193048,73.2,193561,54.2,118925,61.6,Metro,1628706,1552562,156140,1464309,1396422,276121,433542,27.9,424457,29,412438,29.5,127770,46.3
2/8/23,Scurry County,TX,98.9,8940,53.5,8925,57.3,8721,62.5,8107,64.5,2173,84.7,7845,47,7844,50.3,634,20.9,7711,55.2,7210,57.4,1993,77.7,2900,37,2900,37,2891,37.5,2854,39.6,1973,50.6,1207,60.6,667,33.8,461,38.2,Non-metro,16703,15587,3027,13962,12560,2566,612,3.9,609,4.4,602,4.8,374,14.6
2/8/23,Utuado Municipio,PR,97.8,22318,81.5,22308,84.4,20981,85.9,19218,85.6,5375,85.8,21141,77.2,21139,80,2843,71.5,19977,81.8,18296,81.5,5157,82.3,14166,67,14166,67,14139,70.8,12944,70.7,7702,76.7,4124,80,2467,32,1570,38.1,Metro,27395,26428,3977,24432,22451,6263,1594,6,1590,6.5,1578,7,886,14.1
2/8/23,McHenry County,ND,92.7,2779,48.4,2770,51.3,2718,56.4,2602,59.4,1078,89.7,2496,43.4,2495,46.2,142,14,2451,50.9,2353,53.7,988,82.2,1298,52,1298,52,1292,52.7,1274,54.1,1081,64.8,740,74.9,504,46.6,386,52.2,Non-metro,5745,5395,1015,4820,4380,1202,616,11.4,613,12.7,606,13.8,411,34.2
2/8/23,Johnston County,NC,96.8,161357,77.1,160532,81.8,154650,88.1,142874,91.2,35639,95,119598,57.1,119323,60.8,12661,31.9,115304,65.7,106662,68.1,27205,95,34961,29.2,34955,29.3,34471,29.9,33029,31,23113,40.2,12809,47.1,8153,35.3,5189,40.5,Metro,209339,196283,39698,175612,156585,28558,21066,10.7,20667,11.8,19959,12.7,9313,32.6
2/8/23,Lewis County,WV,97.1,10344,65,10325,68.6,10121,73.9,9605,76.4,3242,95,9449,59.4,9441,62.7,637,25.6,9270,67.7,8804,70.1,3060,91,4815,51,4814,51,4788,51.7,4683,53.2,3597,63.7,2187,71.5,1734,48.2,1226,56.1,Non-metro,15907,15058,2493,13702,12565,3363,1846,12.3,1837,13.4,1807,14.4,1093,32.5
2/8/23,Lawrence County,IN,98.5,25582,56.4,25503,59.5,24971,63.5,23851,66.8,7980,85.4,23327,51.4,23293,54.3,1401,19.4,22870,58.2,21892,61.3,7562,80.9,11612,49.8,11612,49.9,11533,50.4,11298,51.6,8610,61.8,5384,71.2,3466,40.3,2506,46.5,Non-metro,45370,42896,7204,39321,35692,9342,3387,7.9,3349,8.5,3281,9.2,1974,21.1
2/8/23,Greene County,IA,97.3,5643,63.5,5610,67.2,5455,72.2,5145,75.1,2007,95,5323,59.9,5306,63.6,422,28.2,5171,68.4,4884,71.3,1946,95,3200,60.1,3199,60.3,3169,61.3,3100,63.5,2505,76.7,1662,85.4,1575,62.9,1179,70.9,Non-metro,8888,8347,1494,7555,6853,2003,1659,19.9,1649,21.8,1634,23.8,1107,55.3
2/8/23,Russell County,AL,92.6,33915,58.5,33859,62.8,32631,67.4,30274,68.8,8530,95,25730,44.4,25717,47.7,2717,27.3,24816,51.3,23000,52.3,6896,80.3,9465,36.8,9465,36.8,9410,37.9,9113,39.6,7140,51.7,4090,59.3,2520,35.3,1630,39.9,Metro,57961,53943,9969,48419,43974,8589,3566,6.6,3556,7.3,3457,7.9,1789,20.8
2/8/23,Monroe County,NY,97.5,598910,80.7,591497,84.3,562142,87.6,522024,88.7,133635,95,558147,75.2,553359,78.9,64515,57.3,526418,82,488844,83,126754,95,354425,63.5,354403,64,346071,65.7,328686,67.2,199048,77.9,107147,84.5,119184,59.9,75456,70.4,Metro,741770,701369,112534,641895,588835,132495,162365,23.1,158058,24.6,151485,25.7,72277,54.6
2/8/23,Houston County,TX,98.9,11041,48.1,11020,50.5,10878,54.3,10538,57.2,3609,69.7,9699,42.2,9695,44.4,380,11.2,9603,47.9,9315,50.5,3287,63.5,4390,45.3,4390,45.3,4382,45.6,4365,46.9,3188,53.7,1931,58.7,1321,41.4,834,43.2,Non-metro,22968,21832,3404,20032,18428,5176,1002,4.6,1000,5,988,5.4,654,12.6
2/8/23,Crosby County,TX,98.9,2788,48.6,2785,51.7,2737,56.9,2586,61,854,78.7,2489,43.4,2489,46.2,156,13.7,2455,51.1,2333,55,790,72.8,1047,42.1,1047,42.1,1046,42.6,1040,44.6,858,58,543,68.7,276,32.2,198,36.5,Metro,5737,5383,1141,4808,4242,1085,264,4.9,262,5.4,261,6.2,178,16.4
2/8/23,Hopewell city,VA,78.2,8695,38.6,8692,41.7,8633,46.6,8119,48.7,2560,72.4,7165,31.8,7163,34.4,402,9.6,7124,38.4,6761,40.5,2202,62.2,178,2.5,178,2.5,176,2.5,165,2.4,121,2.8,38,1.7,35,28.9,18,47.4,Metro,22529,20846,4168,18533,16678,3538,36,0.2,36,0.2,36,0.2,12,0.3
2/8/23,McNairy County,TN,97.8,14465,56.3,14456,59.4,14322,64.4,13809,68.5,5286,95,12605,49.1,12602,51.8,486,11.6,12510,56.3,12116,60.1,4802,88.3,5274,41.8,5274,41.9,5260,42,5211,43,4311,52.4,2853,59.4,1288,29.9,940,32.9,Non-metro,25694,24343,4191,22238,20152,5439,957,3.9,954,4.3,948,4.7,596,11
2/8/23,Shelby County,MO,91.3,3131,52.8,3129,56.5,3095,61.9,2976,66.2,1200,93,2863,48.3,2862,51.7,139,13.3,2833,56.7,2723,60.5,1121,86.9,1423,49.7,1423,49.7,1422,50.2,1399,51.4,1134,62.1,776,69.2,543,47.9,416,53.6,Non-metro,5930,5540,1042,4998,4498,1290,500,9,499,10,487,10.8,320,24.8
2/8/23,Cleveland County,NC,96.8,69905,71.4,69796,75.6,68342,81.3,64621,84.5,22702,95,52946,54.1,52905,57.3,4111,25.9,51768,61.6,48794,63.8,17236,92.8,16320,30.8,16320,30.8,16214,31.3,15823,32.4,12495,39.5,7810,45.3,3907,31.3,2829,36.2,Non-metro,97947,92365,15861,84044,76504,18575,8597,9.3,8561,10.2,8454,11.1,5245,28.2
2/8/23,Taylor County,IA,97.3,3146,51.4,3142,54.9,3076,59.7,2963,63.2,1249,89.7,2948,48.2,2946,51.5,157,15.2,2884,56,2789,59.5,1211,87,1798,61,1798,61,1790,62.1,1768,63.4,1444,74.2,972,80.3,854,59.1,664,68.3,Non-metro,6121,5721,1034,5152,4687,1392,809,14.1,809,15.7,802,17.1,573,41.2
2/8/23,Casey County,KY,94.1,6818,42.2,6816,45,6714,49.1,6433,51.6,2232,67.8,6056,37.5,6056,40,308,11.5,5973,43.7,5748,46.1,2037,61.9,2662,44,2662,44,2658,44.5,2619,45.6,2011,56.9,1339,65.7,835,41.5,634,47.3,Non-metro,16159,15130,2673,13673,12457,3293,859,5.7,858,6.3,853,6.8,568,17.2
2/8/23,Polk County,IA,97.3,379235,77.4,374740,82.2,354790,86.8,325517,88.2,70299,95,345465,70.5,342857,75.2,44677,51.6,324803,79.5,298180,80.8,66290,95,201653,58.4,201604,58.8,196073,60.4,185675,62.3,108297,76.6,56038,84.5,69504,64.2,41500,74.1,Metro,490161,455779,86617,408791,369162,66091,104003,22.8,101343,24.8,97131,26.3,40299,61
2/8/23,Muskogee County,OK,93.8,46759,68.8,46689,73.4,45662,80.1,42565,82.8,12955,95,36791,54.1,36775,57.8,3234,26.5,35999,63.1,33541,65.3,10552,91,14378,39.1,14377,39.1,14301,39.7,13942,41.6,10533,53.6,6593,62.5,4244,40.3,3162,48,Non-metro,67997,63583,12189,57012,51394,11600,5666,8.9,5634,9.9,5541,10.8,3419,29.5
2/8/23,Rooks County,KS,93.9,2595,52.7,2590,55.8,2537,60.1,2428,63.4,925,81.4,2441,49.6,2437,52.5,147,18,2392,56.7,2290,59.8,883,77.7,1145,46.9,1145,47,1137,47.5,1118,48.8,854,58.6,579,65.6,356,41.7,270,46.6,Non-metro,4920,4643,816,4221,3827,1137,431,9.3,426,10.1,418,10.9,257,22.6
2/8/23,Unknown County,NY,97.5,602273,,600571,,592866,,577642,,122090,,388032,,387358,,14117,,382441,,373241,,80195,,136608,35.2,136558,35.3,135811,35.5,133791,35.8,83720,46.7,54778,68.3,12589,15,6755,12.3,,,,,,,,65353,,64650,,63613,,16509,
2/8/23,Columbiana County,OH,98.6,55921,54.9,55805,57.8,54932,62,52704,64.8,19322,89.6,51785,50.8,51746,53.6,2816,18.4,50997,57.6,48930,60.2,18266,84.7,27479,53.1,27479,53.1,27350,53.6,26865,54.9,21095,64.6,13217,72.4,9921,47,7094,53.7,Non-metro,101883,96626,15335,88562,81291,21568,10385,10.7,10312,11.6,10186,12.5,6522,30.2
2/8/23,Fairfield County,CT,98.2,1034046,95,1025288,95,974319,95,891041,95,204605,95,813084,86.2,807831,90.6,109895,69.3,766123,94.4,697936,95,159589,95,418208,51.4,418094,51.8,410949,53.6,385947,55.3,235884,66.2,115161,72.2,122299,51.8,70349,61.1,Metro,943332,892133,158467,811797,733666,153951,208831,23.4,204393,25.2,196362,26.8,81197,52.7
2/8/23,Goochland County,VA,78.2,17650,74.3,17564,76.8,17155,80.6,16155,82.1,5300,95,16027,67.5,15984,69.9,1275,39.9,15620,73.4,14709,74.8,4882,89.8,7050,44,7049,44.1,6950,44.5,6681,45.4,5003,52.2,2848,58.3,2787,55.7,1801,63.2,Metro,23753,22865,3193,21295,19672,5436,3117,13.6,3066,14.4,2983,15.2,1678,30.9
2/8/23,Worth County,GA,88.9,9762,48.2,9758,51.1,9618,55.4,9161,58,3076,76.4,8623,42.6,8621,45.1,468,14.1,8530,49.2,8153,51.6,2859,71,3512,40.7,3512,40.7,3498,41,3437,42.2,2748,52.4,1733,60.6,923,33.6,637,36.8,Metro,20247,19106,3319,17346,15787,4024,932,4.9,926,5.3,914,5.8,564,14
2/8/23,Ellis County,TX,98.9,117359,63.5,117120,67.9,113190,73.8,103906,76.5,23832,95,102970,55.7,102908,59.7,11265,30.7,99733,65,91643,67.5,21763,89.6,38115,37,38113,37,37738,37.8,36861,40.2,25722,53.9,14225,65.4,12048,46.8,7756,54.5,Metro,184826,172508,36690,153348,135818,24288,15066,8.7,14918,9.7,14576,10.7,7411,30.5
2/8/23,Mills County,TX,98.9,2349,48.2,2348,50.3,2309,53.6,2199,56.7,1008,71.2,2119,43.5,2119,45.4,125,15.8,2091,48.6,1994,51.4,940,66.4,985,46.5,985,46.5,981,46.9,965,48.4,821,56.5,608,64.7,298,36.3,253,41.6,Non-metro,4873,4667,789,4306,3878,1416,190,4.1,190,4.4,188,4.8,146,10.3
2/8/23,Brazos County,TX,98.9,140169,61.2,139488,64.8,135116,68.6,126820,69.7,21753,95,120591,52.6,120407,55.9,10775,32.3,116841,59.3,109632,60.3,19900,91.7,47933,39.7,47933,39.8,47212,40.4,45933,41.9,25880,61.5,14389,72.3,12219,47.2,7942,55.2,Metro,229211,215271,33346,196908,181925,21693,17703,8.2,17385,8.8,16913,9.3,7012,32.3
2/8/23,Hancock County,KY,94.1,6063,69.5,6049,74.2,5911,80.6,5525,84.2,1689,95,5333,61.1,5326,65.3,453,28.5,5213,71,4873,74.3,1530,95,2620,49.1,2619,49.2,2606,50,2530,51.9,1888,63.8,1143,74.7,888,47,630,55.1,Metro,8722,8150,1591,7338,6559,1541,1008,12.4,1002,13.7,990,15.1,641,41.6
2/8/23,Clear Creek County,CO,97,5554,57.3,5521,59.2,5359,61.3,5079,61.7,1587,76.7,4943,51,4931,52.9,391,36.1,4803,54.9,4540,55.1,1430,69.1,2889,58.4,2889,58.6,2865,59.7,2778,61.2,1876,70.4,1030,72,1197,63.8,716,69.5,Metro,9700,9321,1083,8746,8238,2070,1480,15.9,1468,16.8,1431,17.4,671,32.4
2/8/23,Converse County,WY,97.1,5401,39.1,5396,41.7,5331,45.9,5112,48.9,1799,75.6,4894,35.4,4893,37.8,252,10.1,4835,41.6,4641,44.4,1661,69.8,2272,46.4,2272,46.4,2265,46.8,2228,48,1786,59.8,1152,69.4,785,44,561,48.7,Non-metro,13822,12952,2504,11610,10448,2379,860,6.6,855,7.4,840,8,542,22.8
2/8/23,Colorado County,TX,98.9,12551,58.4,12535,62.2,12311,67.7,11708,70.7,4311,88.9,11111,51.7,11109,55.1,677,18.8,10945,60.2,10432,63,3990,82.3,5090,45.8,5090,45.8,5074,46.4,5023,48.1,4212,59.4,2728,68.4,1907,45.3,1407,51.6,Non-metro,21493,20153,3600,18182,16553,4850,1837,9.1,1829,10.1,1810,10.9,1229,25.3
2/8/23,Elk County,PA,94.9,19067,63.7,19030,66.8,18690,71.3,17971,74.3,6460,95,17279,57.8,17250,60.6,954,22.2,16955,64.7,16296,67.4,6012,89.2,8929,51.7,8928,51.8,8892,52.4,8761,53.8,7021,63.6,4326,72,3111,44.3,2218,51.3,Non-metro,29910,28472,4299,26219,24173,6737,3656,12.8,3633,13.9,3602,14.9,2253,33.4
2/8/23,Christian County,MO,91.3,47975,54.2,47816,57.6,46402,62.5,43113,65,12824,90.2,42217,47.7,42116,50.7,4013,24,41010,55.3,38103,57.4,11545,81.2,18979,45,18976,45.1,18800,45.8,18208,47.8,12882,59.3,7877,68.2,6340,49.2,4427,56.2,Metro,88595,83073,16708,74215,66365,14225,8223,9.9,8141,11,7979,12,4586,32.2
2/8/23,Franklin County,VT,73.3,21410,43.3,21199,45.6,20037,47.4,18523,48,4510,54.7,19000,38.5,18899,40.6,2417,30.4,17858,42.2,16482,42.7,4286,52,11844,62.3,11840,62.6,11609,65,11027,66.9,7255,79.7,3745,87.4,4252,58.6,2634,70.3,Metro,49402,46515,7947,42279,38568,8246,5461,11.7,5345,12.6,5163,13.4,2448,29.7
2/8/23,Bonner County,ID,97.7,23511,51.4,23465,54,23024,57.6,22141,60.3,9703,83.5,20519,44.9,20497,47.2,1162,17.3,20090,50.3,19335,52.6,8640,74.4,10992,53.6,10992,53.6,10922,54.4,10736,55.5,8872,63.1,6080,70.4,4705,53,3623,59.6,Non-metro,45739,43452,6726,39980,36726,11614,5401,12.4,5364,13.4,5290,14.4,3623,31.2
